Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	999	47	0.0001150891899781875	0.005353832571770115	ERRFI1:ARNT:EFNA4:EFNA3:EFNA3:EFNA1:MAPKAPK2:PIGR:IDE:HHEX:SH2B3:PTPN11:SMAD3:TSC2:SOCS1:PRKCB:SH2B1:ERBB2:GRB7:STAT5B:STAT5A:STAT3:ATP6V0A1:VPS25:PTPN2:STK11:CDC37:ITGAV:ARPC2:DGKD:FERMT1:HNF4A:ZGPAT:TAB1:RHOA:MST1:MST1R:GNAI2:PRKAA1:LNPEP:NREP:RGS14:GCNT2:CCND3:FYN:SMURF1:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY
GO_bp	GO_METAL_ION_HOMEOSTASIS	643	34	0.00012416110594773986	0.0057395228221125034	APLNR:P2RX3:ATP7B:GPR65:SMAD3:PKD1:PRKCB:CLN3:CLN3:ATP2A1:CD19:PLCG2:CCL7:CCL11:CCL8:CCL13:CCL1:GALR2:THADA:ITGAV:CXCR2:CXCR1:GPR35:BOK:LIME1:GNAI2:HYAL2:IL2:PTGER4:C7:NDFIP1:FYN:CCR6:CUL1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_METAL_ION_HOMEOSTASIS
GO_bp	GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	184	15	0.00012719288340791693	0.005842923081551184	CD244:FCGR2B:DENND1B:C1orf106:IL10:NOD2:IL1R1:IL18R1:IL18RAP:IL2:IL5:NDFIP1:IL12B:TRAF3IP2:CCR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	43	7	0.00012829069346511577	0.005856749049494415	IL10:UBE2L6:CYLD:DHX58:REL:UBA7:TRAIP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
GO_bp	GO_RESPONSE_TO_ETHANOL	125	12	0.00012943764003584479	0.005872633668292958	SETDB1:TUFM:ADCY7:CCL7:CSF3:STAT3:ICAM1:DNMT3A:RHOA:IL2:PRKAA1:FYN	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ETHANOL
GO_bp	GO_LYMPHOCYTE_MEDIATED_IMMUNITY	227	17	0.00013129621095580516	0.005920411966412073	IL23R:FCGR2B:DENND1B:IL10:CD19:STAT5B:ICAM1:IL1R1:IL18R1:IL18RAP:IL2:IL21:C7:C6:NDFIP1:IL12B:CCR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_bp	GO_SECRETION	1600	67	0.00014145187031919417	0.006250845430137283	PARK7:PLA2G2E:ENSA:GOLPH3L:CTSS:MTX1:SYT11:CD244:FCGR2A:HSPA6:FCGR2B:FCGR3B:IL10:PIGR:TSPAN14:PRG3:LRRK2:IFNG:IL26:KCNMB4:PTPN11:ATP7B:SOCS1:PRKCB:LAT:NOD2:CCL8:CCL1:ORMDL3:PSMD3:RAB5C:STAT5B:STAT5A:PTRF:ATP6V0A1:NCOA1:IL1R2:IL1RL1:SLC9A4:ITGAV:CXCR2:CXCR1:PNKD:TMBIM1:CAPN10:FERMT1:HNF4A:SYNGR1:SLC26A6:IMPDH2:RHOA:APEH:MON1A:GNAI2:HYAL2:CACNA2D2:FOXP1:IL2:PTGER4:CSF2:SLC22A4:IL5:CAMK2A:TRAF3IP2:RNASET2:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SECRETION
GO_bp	GO_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY	11	4	0.0001415920012956137	0.006250845430137283	IL27:STAT3:TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY
GO_bp	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	11	4	0.0001415920012956137	0.006250845430137283	ETS1:ICAM1:ITGA4:RHOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL
GO_bp	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	207	16	0.00014281030522868737	0.006250845430137283	IL23R:FCGR2B:IL10:HHEX:IL27:CCL8:ERBB2:IKZF3:STAT5B:ICOSLG:IL2:IL21:IRF1:IL5:NDFIP1:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GO_bp	GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	58	8	0.00014287646697456647	0.006250845430137283	MAPKAPK2:PRG3:IL27:STAT5B:STAT3:IL21:IRF1:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS
GO_bp	GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	20	5	0.00014649286383291985	0.0063336620539527115	DENND1B:IL1R1:IL18R1:IL18RAP:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION
GO_bp	GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	20	5	0.00014649286383291985	0.0063336620539527115	PARK7:FCGR2B:IL10:GPX1:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
GO_bp	GO_RESPONSE_TO_LIPID	897	43	0.00015053067626267497	0.006470178190237783	PARK7:ERRFI1:IL23R:IL12RB2:RORC:ADAM15:GBA:CLK2:NR5A2:MAPKAPK2:IL10:ETS1:ZFP36L1:ARNT2:NOD2:PLCG2:CCL2:CSF3:THRA:STAT5B:STAT3:RAMP2:GPX4:SBNO2:ICAM1:NCOA1:ADCY3:DNMT3A:ZFP36L2:HNF4A:UBE2L3:RHOA:DAG1:FOXP1:PTGER4:PRKAA1:CSF2:IRGM:IL12B:SLC34A1:EZH2:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIPID
GO_bp	GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	493	28	0.0001526789082367561	0.006524360322907891	GBA:C1orf106:MAPKAPK2:MAP3K8:CCNY:HHEX:LRRK2:IFNG:MAPKAPK5:PTPN11:PKD1:NOD2:ERBB2:CDC37:LIME1:TAB1:PRKAR2A:RHOA:MST1:FAM212A:MST1R:HYAL2:PRKAA1:IRGM:RGS14:CCND3:EZH2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GO_bp	GO_CELL_MOTILITY	1516	64	0.00016118860397380184	0.006848186353800251	MACF1:CERS2:ADAM15:EFNA1:TRIM46:ASH1L:CD244:IL10:NKX2-3:ETS1:LRRK2:IFNG:PTPN11:SMAD3:PRM3:NKD1:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:MIEN1:GRB7:STAT5B:STAT5A:STAT3:PTRF:ICAM1:ADCY3:PEX13:IL1R1:ITGA4:ITGAV:SATB2:CXCR2:CXCR1:ARPC2:AAMP:FERMT1:PPIL2:NF2:SETD2:ELP6:CELSR3:GPX1:RHOA:DAG1:MST1:SEMA3F:GNAI2:HYAL2:FOXP1:PTGER4:CAMK2A:IL12B:GCNT2:FYN:FGFR1OP:CCR6:LAMB1:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_MOTILITY
GO_bp	GO_POSITIVE_REGULATION_OF_TRANSPORT	929	44	0.00016474577622909892	0.006959088823470558	UBE2J2:PARK7:GOLPH3L:CTSS:TRIM46:CD244:ITLN1:FCGR2B:IL10:LRRC55:APLNR:P2RX3:LRRK2:IFNG:IL26:PTPN11:SMAD3:CD19:NOD2:PLCG2:CCL2:CCL1:ERBB2:GALR2:IL1RL1:ITGAV:CAPN10:BOK:FERMT1:UBE2L3:SLC26A6:ARIH2:GNAI2:HYAL2:IL2:PTGER4:PRKAA1:IL5:CAMK2A:LMAN2:SLC34A1:FYN:JAK2:SEC16A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSPORT
GO_bp	GO_CELLULAR_RESPONSE_TO_DRUG	347	22	0.00016887076032094173	0.007092571933479553	PARK7:ERRFI1:ADAM15:HCN3:CACNA1S:IL10:P2RX3:ETS1:LRRK2:ADCY7:NOD2:CCL7:ICAM1:PDE4A:NCOA1:ADCY3:DNMT3A:IL18RAP:GNAI2:PRKAA1:FYN:EZH2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_DRUG
GO_bp	GO_POSITIVE_REGULATION_OF_LOCOMOTION	523	29	0.00017591293935991575	0.007346364228951027	ETS1:IFNG:SMAD3:CCL7:CCL11:CCL8:CCL1:MIEN1:GRB7:STAT5A:STAT3:PTRF:ICAM1:IL1R1:ITGA4:ITGAV:CXCR2:AAMP:ELP6:RHOA:SEMA3F:GNAI2:FOXP1:GCNT2:FGFR1OP:CCR6:LAMB1:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LOCOMOTION
GO_bp	GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	21	5	0.00018808299726303933	0.007807027486760716	IL23R:LY9:CYLD:STAT3:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT
GO_bp	GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	234	17	0.000189068148658967	0.007807027486760716	UBE2J2:PARK7:LRRK2:IFNG:PTPN11:SMAD3:ERBB2:DNAJC27:XPO1:FERMT1:UBE2L3:SETD2:ARIH2:HYAL2:PRKAA1:FYN:SEC16A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT
GO_bp	GO_PEPTIDE_SECRETION	579	31	0.00019751310212282253	0.00811017486370249	PARK7:ENSA:GOLPH3L:SYT11:CD244:FCGR2B:IL10:LRRK2:IFNG:IL26:PTPN11:SOCS1:NOD2:CCL1:PTRF:IL1R2:IL1RL1:ITGAV:CAPN10:FERMT1:HNF4A:MON1A:HYAL2:CACNA2D2:FOXP1:IL2:PTGER4:IL5:TRAF3IP2:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_SECRETION
GO_bp	GO_T_HELPER_17_CELL_LINEAGE_COMMITMENT	12	4	0.00020792301049879372	0.008443282470531126	IL23R:LY9:STAT3:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_HELPER_17_CELL_LINEAGE_COMMITMENT
GO_bp	GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	12	4	0.00020792301049879372	0.008443282470531126	FCGR2B:IL10:GPX1:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
GO_bp	GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	236	17	0.00020919541097763684	0.008448276212558411	PARK7:ERRFI1:GBA:HHEX:TSC2:SOCS1:PPP1R1B:VPS25:PTPN2:ZGPAT:NF2:PRKAR2A:QARS:FAM212A:HYAL2:RGS14:FGFR1OP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY
GO_bp	GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	529	29	0.0002131091227914945	0.008559300833428879	PARK7:ERRFI1:RORC:HCN3:PKLR:NR5A2:CACNA1S:IL10:P2RX3:LRRK2:ZFP36L1:NOD2:CCL2:THRA:STAT3:ICAM1:NCOA1:ADCY3:ZFP36L2:HNF4A:UBE2L3:SLC26A6:RHOA:DAG1:FOXP1:SLC34A1:SLC26A3:EZH2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND
GO_bp	GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	329	21	0.00021529771412791263	0.008600207602392163	IL23R:IL12RB2:FCGR2B:C1orf106:MAPKAPK2:IL10:NOD2:PLCG2:CCL2:CSF3:SBNO2:ICAM1:RHOA:FOXP1:PTGER4:CSF2:IRGM:IL12B:JAK2:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN
GO_bp	GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	583	31	0.00022276270821041286	0.008850302191062349	UTS2:PARK7:ERRFI1:FCGR2B:IL10:IL19:IL20:IFNG:IL26:IL27:RABEP2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:CSF3:VPS25:ZGPAT:UCN2:IL2:IL21:IL3:CSF2:IL5:IL12B:INSL6:INSL4:TNFSF15:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY
GO_bp	GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	62	8	0.00022964504478390301	0.009074683221299392	IL23R:IFNG:SOCS1:IL27:RHOA:IL2:IL12B:PRDM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	114	11	0.00023420582048217832	0.009205415938738025	IL23R:IL20:IFNG:ZFP36L1:PTPN2:ZBTB46:TCTA:FOXP1:IL5:NDFIP1:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION
GO_bp	GO_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	22	5	0.00023810216436669595	0.009308781426038379	IL23R:STAT5B:ICOSLG:IL2:IL12B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION
GO_bp	GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	96	10	0.0002395397177664596	0.009315433468695651	IL10:ZFP36L1:CCL2:RAMP2:ICAM1:DNMT3A:ITGA4:CAPN10:BOK:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS
GO_bp	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	79	9	0.0002478750720391969	0.009588851470989987	PARK7:IL10:IFNG:SMAD3:STAT3:ICAM1:RHOA:FYN:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS
GO_bp	GO_PROTEIN_KINASE_B_SIGNALING	240	17	0.00025511434294984606	0.009817227333410306	PARK7:OTUD3:IL26:PTPN11:ZFP36L1:TSC2:CD19:CCL2:ERBB2:CSF3:STK11:GPX1:DAG1:MST1R:HYAL2:GCNT2:FYN	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_KINASE_B_SIGNALING
GO_bp	GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	264	18	0.0002711319542173481	0.010325491520712481	PARK7:ERRFI1:GBA:HHEX:TSC2:SOCS1:PPP1R1B:VPS25:TEN1:PTPN2:ZGPAT:NF2:PRKAR2A:QARS:FAM212A:HYAL2:RGS14:FGFR1OP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY
GO_bp	GO_RESPONSE_TO_INSULIN	264	18	0.0002711319542173481	0.010325491520712481	ERRFI1:PKLR:IL10:EGR2:IDE:PTPN11:ZFP36L1:TSC2:SOCS1:PRKCB:ATP6V0A1:PTPN2:ICAM1:CAPN10:SCAP:GNAI2:PRKAA1:CCND3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INSULIN
GO_bp	GO_REGULATION_OF_AUTOPHAGY	311	20	0.0002741915688596391	0.010388185727414161	PARK7:MCL1:GBA:IL10:LRRK2:IFNG:TSC2:STAT3:ATP6V0A1:STK11:CDC37:RUFY4:ATG16L1:BOK:MTMR3:WDR6:PRKAA1:IRGM:SMURF1:GPSM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_AUTOPHAGY
GO_bp	GO_REGULATION_OF_CELL_DIFFERENTIATION	1762	71	0.0002764680030379226	0.01039655345780551	ERRFI1:MACF1:IL23R:CTSK:ARNT:CERS2:RORC:EFNA3:EFNA3:EFNA1:TRIM46:FCGR2B:CAMSAP2:IL20:ZNF365:ZMIZ1:ETS1:LRRK2:IFNG:NEK5:ZFP36L1:SMAD3:SOCS1:PRKCB:IL27:CYLD:NEUROD2:ERBB2:IKZF3:PSMD3:CSF3:KAT2A:STAT5B:STAT3:FAM134C:RAMP2:PTPN2:STK11:KEAP1:S1PR5:NCOA1:ZFP36L2:ITGAV:ARPC2:ZBTB46:NF2:NCKIPSD:P4HTM:CCDC71:RHOA:TCTA:DAG1:SEMA3F:FOXP1:KIAA1109:IL2:NREP:FNIP1:CSF2:IRF1:IL5:NDFIP1:CAMK2A:IL12B:RGS14:GCNT2:PRDM1:FYN:SMURF1:EZH2:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_DIFFERENTIATION
GO_bp	GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	409	24	0.00027724142554148027	0.01039655345780551	PARK7:ARNT:GBA:IDE:LRRK2:IFNG:ZFP36L1:ST20:TSC2:NUPR1:NKD1:STK11:CDC37:KEAP1:ZFP36L2:RUFY4:ATG16L1:PFKFB4:ARIH2:PRKAA1:NDFIP1:IRGM:SMURF1:GPSM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS
GO_bp	GO_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	13	4	0.0002940250293636727	0.010914565483954516	STAT5B:STAT5A:STAT3:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT
GO_bp	GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	13	4	0.0002940250293636727	0.010914565483954516	LRRK2:NOD2:CCL2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS
GO_bp	GO_B_CELL_APOPTOTIC_PROCESS	23	5	0.00029762200835567747	0.010992406349326102	IL10:FOXP1:IL2:FNIP1:TRAF3IP2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_B_CELL_APOPTOTIC_PROCESS
GO_bp	GO_REGULATION_OF_TRANSPORT	1767	71	0.0003000686624172398	0.010992406349326102	UBE2J2:PARK7:ENSA:GOLPH3L:CTSS:TRIM46:HCN3:SYT11:CD244:ITLN1:FCGR2B:CACNA1S:IL10:LRRC55:APLNR:P2RX3:LRRK2:IFNG:IL26:KCNMB4:ATXN2:PTPN11:SMAD3:TSC2:SOCS1:PRKCB:CD19:NOD2:PLCG2:CCL2:CCL1:ERBB2:RAB5C:KCNH4:GALR2:ICAM1:DNAJC27:THADA:XPO1:IL1R2:IL1RL1:ITGAV:PNKD:CAPN10:GPR35:BOK:FERMT1:HNF4A:LIME1:UBE2L3:SETD2:SLC26A6:ARIH2:RHOA:BSN:GNAI2:HYAL2:CACNA2D2:FOXP1:IL2:PTGER4:PRKAA1:IL5:NDFIP1:CAMK2A:LMAN2:SLC34A1:FYN:JAK2:SEC16A:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSPORT
GO_bp	GO_LOCOMOTION	1736	70	0.0003006086634305505	0.010992406349326102	MACF1:CERS2:ADAM15:EFNA4:EFNA3:EFNA3:EFNA1:TRIM46:ASH1L:CD244:IL10:EGR2:NKX2-3:ETS1:LRRK2:IFNG:PTPN11:SMAD3:TSC2:PRM3:NKD1:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:MIEN1:GRB7:STAT5B:STAT5A:STAT3:PTRF:PTPN2:ICAM1:ADCY3:PEX13:IL1R1:ITGA4:ITGAV:SATB2:CXCR2:CXCR1:ARPC2:AAMP:FERMT1:PPIL2:NF2:SETD2:ELP6:CELSR3:LAMB2:GPX1:RHOA:DAG1:MST1:SEMA3F:GNAI2:HYAL2:FOXP1:PTGER4:CAMK2A:IL12B:GCNT2:FYN:FGFR1OP:CCR6:LAMB1:JAK2:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LOCOMOTION
GO_bp	GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	157	13	0.00030323033443147154	0.011033380980551068	IFNG:PTPN11:SOCS1:CYLD:PTPN2:CDC37:IL1R2:IL1R1:IFNGR2:TRAIP:IL3:IRGM:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GO_bp	GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	137	12	0.00030645248612996134	0.011095693463326187	ERRFI1:SYT11:MAPKAPK2:IL10:LRRK2:IFNG:PTPN11:NOD2:FOXP1:IL12B:JAK2:CARD9	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GO_bp	GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	99	10	0.0003081883013845837	0.011103843211650442	PARK7:C1orf106:IL10:IFNG:SMAD3:STAT3:ICAM1:RHOA:FYN:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_MAPK_CASCADE	517	28	0.0003316687066533604	0.011891536555620483	EFNA1:FCGR2B:C1orf106:MAPKAPK2:MAP3K8:LRRK2:IL26:MAPKAPK5:PTPN11:NOD2:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:ERBB2:ICAM1:DNAJC27:TAB1:MST1R:GNAI2:PRKAA1:GCNT2:EZH2:JAK2:CARD9:NOTCH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MAPK_CASCADE
GO_bp	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	292	19	0.00033421259754774465	0.011924575689203512	PARK7:ETS1:LRRK2:SMAD3:NOD2:CCL7:CCL1:DHX58:STAT5B:IL1RL1:CXCR2:HYAL2:IL2:IL21:OSMR:PTGER4:IL12B:CCR6:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_bp	GO_PH_ELEVATION	6	3	0.00035414115966192006	0.012541498239788236	CLN3:CLN3:SLC26A6:SLC26A3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PH_ELEVATION
GO_bp	GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	416	24	0.00035491586855455144	0.012541498239788236	PARK7:ERRFI1:EFNA1:GBA:ASH1L:HHEX:LRRK2:TSC2:SOCS1:CYLD:PPP1R1B:VPS25:PTPN2:ZGPAT:NF2:PRKAR2A:QARS:RHOA:DAG1:FAM212A:HYAL2:IL2:RGS14:FGFR1OP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION
GO_bp	GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1229	53	0.00036911540490366604	0.012980852756181558	UBE2J2:PARK7:MIER1:HORMAD1:SETDB1:MUC1:GBA:SYT11:CAMSAP2:KIF11:LRRK2:ATXN2:MAPKAPK5:CKAP2:GPR65:SMAD3:TSC2:PKD1:RMI2:ATXN2L:SH2B1:BRD7:CYLD:CCL11:CSF3:KAT2A:TEN1:ICAM1:CDC37:PLEKHH2:XPO1:ARPC2:BOK:STMN3:RTEL1:UBE2L3:NF2:MTMR3:KIF9:ARIH2:CCDC36:GPX1:RHOA:RASSF1:PTGER4:PRKAA1:CSF2:IL5:RAD50:IRGM:CCND3:SMURF1:SDCCAG3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ORGANELLE_ORGANIZATION
GO_bp	GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	271	18	0.0003719255876872995	0.013017395569055483	PARK7:ARNT:RORC:NR5A2:C1orf106:CREM:NOD2:CYLD:THRA:DHX58:STAT3:NCOA1:TAB1:RHOA:FOXP1:IRGM:EZH2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY
GO_bp	GO_LEUKOCYTE_MIGRATION	418	24	0.00038036375128245437	0.013249637781639999	CD244:IL10:NKX2-3:PTPN11:CCL2:CCL7:CCL11:CCL8:CCL13:CCL1:GRB7:STAT5B:ICAM1:IL1R1:ITGA4:ITGAV:CXCR2:CXCR1:PPIL2:RHOA:MST1:PTGER4:FYN:CCR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LEUKOCYTE_MIGRATION
GO_bp	GO_TYPE_I_INTERFERON_PRODUCTION	121	11	0.00039342575000770837	0.013611492792139121	IL10:UBE2L6:PTPN11:CYLD:PLCG2:DHX58:REL:SETD2:UBA7:TRAIP:IRF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TYPE_I_INTERFERON_PRODUCTION
GO_bp	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	67	8	0.000394455505404848	0.013611492792139121	PTPN11:TSC2:SOCS1:PRKCB:PTPN2:GNAI2:PRKAA1:CCND3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS
GO_bp	GO_CELLULAR_RESPONSE_TO_ETHANOL	14	4	0.00040299681388654223	0.013713086028083729	ADCY7:CCL7:DNMT3A:PRKAA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_ETHANOL
